Name,Family,GenomeType,host_class,host_order,calibrated_score_mean,calibrated_score_lower,calibrated_score_upper,bagged_prediction,zoonotic_potential
Blackbird associated gemykibivirus 1,Genomoviridae,ssDNA,Aves,Passeriformes,0.17080857148546222,0.0734310078460223,0.2947456983091976,FALSE,Medium
Chickadee associated gemycircularvirus 1,Genomoviridae,ssDNA,Aves,Passeriformes,0.2296765102046846,0.118949177389905,0.3975615689155917,FALSE,Medium
Gerygone associated gemycircularvirus 1,Genomoviridae,ssDNA,Aves,Passeriformes,0.2525232450300642,0.1201259128457333,0.4134648137125637,FALSE,Medium
Gerygone associated gemycircularvirus 2,Genomoviridae,ssDNA,Aves,Passeriformes,0.18836879611469007,0.08903476998061487,0.3091890859447972,FALSE,Medium
Gerygone associated gemycircularvirus 3,Genomoviridae,ssDNA,Aves,Passeriformes,0.3439524390887035,0.17321521129855327,0.6422149148389886,TRUE,High
Starling associated gemygorvirus 1,Genomoviridae,ssDNA,Aves,Passeriformes,0.31398943669899304,0.1532041553294088,0.5842474585577111,TRUE,High
Sewage derived gemycircularvirus 1,Genomoviridae,ssDNA,NA,NA,0.16327303396498152,0.0771954543130419,0.27353750139995126,FALSE,Low
Sewage derived gemycircularvirus 2,Genomoviridae,ssDNA,NA,NA,0.11060582031966734,0.045674806117470296,0.19947740232588776,FALSE,Low
Sewage derived gemycircularvirus 3,Genomoviridae,ssDNA,NA,NA,0.2157115572909231,0.10355356650195849,0.3747664637055098,FALSE,Medium
Sewage derived gemycircularvirus 4,Genomoviridae,ssDNA,NA,NA,0.2195109163085245,0.1173999726325778,0.39146354434086517,FALSE,Medium
Sewage derived gemycircularvirus 5,Genomoviridae,ssDNA,NA,NA,0.18329175537849154,0.09307325799628878,0.32629836160842807,FALSE,Medium
Sewage derived gemygorvirus 1,Genomoviridae,ssDNA,NA,NA,0.20166273621168632,0.09427719772874102,0.3487882092451645,FALSE,Medium
Sewage derived gemykibivirus 1,Genomoviridae,ssDNA,NA,NA,0.24904009239594538,0.11778300346718354,0.4204334180155078,FALSE,Medium
Sewage derived gemykibivirus 2,Genomoviridae,ssDNA,NA,NA,0.16053628714028167,0.08094544074066878,0.27288578273896846,FALSE,Low
Sewage derived gemykrogvirus 1,Genomoviridae,ssDNA,NA,NA,0.21240417343407392,0.09632577811621355,0.4181736833333438,FALSE,Medium
Chicken associated gemycircularvirus 1,Genomoviridae,ssDNA,Aves,Galliformes,0.1903231985176736,0.09049867265111682,0.3748783854715937,FALSE,Medium
Chicken associated gemycircularvirus 2,Genomoviridae,ssDNA,Aves,Galliformes,0.4591970933077292,0.24754498571907113,0.7423540808639841,TRUE,High
Badger associated gemykibivirus 1,Genomoviridae,ssDNA,Mammalia,Carnivora,0.3258998513999643,0.17726854985181095,0.551042738477936,TRUE,High
Canine associated gemygorvirus 1,Genomoviridae,ssDNA,Mammalia,Carnivora,0.12423989646362393,0.046076931456695225,0.2179464303070471,FALSE,Low
Fur seal associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Carnivora,0.1785492554532024,0.07144699641202511,0.2973815653958499,FALSE,Medium
Mongoose associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Carnivora,0.2715196473773934,0.14319359980986535,0.4867150433655073,FALSE,Medium
Mongoose associated gemykibivirus 1,Genomoviridae,ssDNA,Mammalia,Carnivora,0.22181336500630647,0.10346961142810868,0.3890105627045938,FALSE,Medium
Blackbird associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.25306907146571556,0.14871031329712311,0.4535259925960916,FALSE,Medium
Bovine associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.2144914615144909,0.08951219159692433,0.40126308491356966,FALSE,Medium
Bovine associated gemykibivirus 1,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.15679168314375314,0.06127534875975679,0.2672697177270669,FALSE,Low
Bovine associated gemykrogvirus 1,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.1932944252533836,0.08988870809510201,0.32474098957165565,FALSE,Medium
Caribou associated gemykrogvirus 1,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.18877217350912448,0.08709637835880885,0.31257337029824384,FALSE,Medium
Lama associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.2524267236198869,0.1054902979134586,0.4482239212856248,FALSE,Medium
Porcine associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.14974890520409143,0.062163748857067436,0.24278877647136252,FALSE,Low
Porcine associated gemycircularvirus 2,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.16688700647697124,0.07074778749754815,0.29344365403562966,FALSE,Medium
Sheep associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Artiodactyla,0.22443803902740217,0.11219231192095466,0.41624831969088194,FALSE,Medium
Mosquito associated gemycircularvirus 1,Genomoviridae,ssDNA,Insecta,Diptera,0.21689245047997271,0.09885422166051233,0.37182984780020856,FALSE,Medium
Rat associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Rodentia,0.551498975609678,0.31461401271963085,0.8816950622489756,TRUE,Very high
Human associated gemykibivirus 1,Genomoviridae,ssDNA,Mammalia,Primates,0.24197406048428552,0.12356380830664863,0.39463923744465124,FALSE,Medium
Human associated gemykibivirus 2,Genomoviridae,ssDNA,Mammalia,Primates,0.1801992584472926,0.08477844467707851,0.28043990236742733,FALSE,Low
Human associated gemykibivirus 3,Genomoviridae,ssDNA,Mammalia,Primates,0.1783084308063264,0.08985326089563433,0.2865858405658228,FALSE,Low
Human associated gemykibivirus 4,Genomoviridae,ssDNA,Mammalia,Primates,0.24772730833698028,0.13010144038567414,0.4301889623415287,FALSE,Medium
Human associated gemykibivirus 5,Genomoviridae,ssDNA,Mammalia,Primates,0.16775705106289115,0.07654974760035835,0.29560615204946206,FALSE,Medium
Human associated gemyvongvirus 1,Genomoviridae,ssDNA,Mammalia,Primates,0.2917694616294807,0.1453195602379993,0.5586375799071857,FALSE,Medium
Miniopterus associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.3140003465883244,0.16177201143904424,0.5530599740991636,TRUE,High
Pteropus associated gemycircularvirus 1,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.35615136703781514,0.20664766591127806,0.5326925390113244,TRUE,High
Pteropus associated gemycircularvirus 10,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.19444095462315397,0.09725864480773616,0.3375537055177026,FALSE,Medium
Pteropus associated gemycircularvirus 2,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.16909144901734,0.08440690659742997,0.28877319795517786,FALSE,Low
Pteropus associated gemycircularvirus 3,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.2423425073153034,0.11721880980864799,0.43914487255821844,FALSE,Medium
Pteropus associated gemycircularvirus 4,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.17283488699196956,0.08145438356151949,0.29744064369138157,FALSE,Medium
Pteropus associated gemycircularvirus 5,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.25666611041139836,0.14754963001252852,0.43023631318159905,FALSE,Medium
Pteropus associated gemycircularvirus 6,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.24108961866032308,0.11603550945475069,0.43356461577279415,FALSE,Medium
Pteropus associated gemycircularvirus 7,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.26314111421460784,0.13946497561529303,0.4719381626657291,FALSE,Medium
Pteropus associated gemycircularvirus 8,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.1399404216861424,0.05708272677949203,0.2502438109555163,FALSE,Low
Pteropus associated gemycircularvirus 9,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.18517861537344357,0.08717075435014199,0.3315062306276023,FALSE,Medium
Pteropus associated gemygorvirus 1,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.18130163778084032,0.08606214443236596,0.3159278979260867,FALSE,Medium
Pteropus associated gemykibivirus 1,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.25430343878893014,0.1318401486235462,0.4340105171693105,FALSE,Medium
Pteropus associated gemykolovirus 1,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.3167842142808469,0.16525599638970323,0.4844024485604329,TRUE,High
Pteropus associated gemykolovirus 2,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.19725251746237407,0.08340632605077805,0.31302213135987444,FALSE,Medium
Rhinolophus associated gemykibivirus 1,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.1443549646486513,0.04749298789755366,0.2633346241763889,FALSE,Low
Rhinolophus associated gemykibivirus 2,Genomoviridae,ssDNA,Mammalia,Chiroptera,0.16518238314730874,0.07541924915723057,0.2976054873759749,FALSE,Medium
Torque teno tupaia virus,Anelloviridae,ssDNA(-),Mammalia,Scandentia,0.23428908322972364,0.11818722250762628,0.39569207693509734,FALSE,Medium
Torque teno equus virus 1,Anelloviridae,ssDNA(-),Mammalia,Perissodactyla,0.3045273623075011,0.16258078697509776,0.5326708989709283,TRUE,High
Torque teno virus 17,Anelloviridae,ssDNA(-),NA,NA,0.164147716733793,0.08353741366338566,0.26788371310453896,FALSE,Low
Torque teno virus 18,Anelloviridae,ssDNA(-),NA,NA,0.1601335749175299,0.07819943321171176,0.2662938629951078,FALSE,Low
Torque teno virus 22,Anelloviridae,ssDNA(-),NA,NA,0.1919831751967237,0.0942316090146211,0.3029299984770257,FALSE,Medium
Chicken anemia virus,Anelloviridae,ssDNA(-),Aves,Galliformes,0.41997645867456085,0.2117688424847009,0.7607587011421619,TRUE,High
Torque teno canis virus,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.5791050109601573,0.33750548171427563,0.8300852479412187,TRUE,Very high
Torque teno felis virus,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.3109894579278624,0.18004373116028144,0.551016925984049,TRUE,High
Torque teno felis virus 2,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.40719778553178293,0.22054219037736228,0.6465204806427777,TRUE,High
Torque teno seal virus 1,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.3196684555651705,0.1731505142543352,0.5334546853890183,TRUE,High
Torque teno seal virus 2,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.21368100322074454,0.05778457249843355,0.36724472654056717,FALSE,Medium
Torque teno seal virus 3,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.3697196106361438,0.18793618470702322,0.6232487801630813,TRUE,High
Torque teno seal virus 4,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.42724975152906775,0.2288337235662751,0.698571329559504,TRUE,High
Torque teno seal virus 8,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.2733599296216791,0.12968407373086954,0.4560041188176773,FALSE,Medium
Torque teno seal virus 9,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.2993240770284542,0.16794637448367922,0.491738104198624,TRUE,High
Torque teno zalophus virus 1,Anelloviridae,ssDNA(-),Mammalia,Carnivora,0.11908794474030793,0.045019201205932294,0.23674780767067555,FALSE,Low
Torque teno sus virus 1a,Anelloviridae,ssDNA(-),Mammalia,Artiodactyla,0.3517957903456674,0.17623389769320252,0.5771958632535662,TRUE,High
Torque teno sus virus 1b,Anelloviridae,ssDNA(-),Mammalia,Artiodactyla,0.42314375118547787,0.23574023072137726,0.7038090967280505,TRUE,High
Torque teno sus virus k2a,Anelloviridae,ssDNA(-),Mammalia,Artiodactyla,0.4198765700682729,0.22090911374278782,0.6717036298540513,TRUE,High
Torque teno sus virus k2b,Anelloviridae,ssDNA(-),Mammalia,Artiodactyla,0.47647444476518386,0.2549777468352794,0.7267584638564244,TRUE,High
Torque teno douroucouli virus,Anelloviridae,ssDNA(-),Mammalia,Primates,0.3108935744140514,0.14617684115589785,0.5005885605118019,TRUE,High
Torque teno midi virus 15,Anelloviridae,ssDNA(-),Mammalia,Primates,0.3869426436431721,0.17023146120739346,0.6568049271072768,TRUE,High
Torque teno mini virus 4,Anelloviridae,ssDNA(-),Mammalia,Primates,0.6473591027298469,0.3922305328544565,0.9063995431911909,TRUE,Very high
Torque teno tamarin virus,Anelloviridae,ssDNA(-),Mammalia,Primates,0.3097627382087832,0.16584352155209747,0.5290963390570999,TRUE,High
Torque teno virus 14,Anelloviridae,ssDNA(-),Mammalia,Primates,0.3054349720449671,0.17907325497590346,0.49594547099686304,TRUE,High
Torque teno virus 2,Anelloviridae,ssDNA(-),Mammalia,Primates,0.2532108603012461,0.12430087430833342,0.45217710319949106,FALSE,Medium
Torque teno virus 23,Anelloviridae,ssDNA(-),Mammalia,Primates,0.3651762482779525,0.20473980391144989,0.6008092507688283,TRUE,High
Torque teno virus 25,Anelloviridae,ssDNA(-),Mammalia,Primates,0.30938768842567804,0.14331004430777322,0.5004848568038277,TRUE,High
Torque teno virus 26,Anelloviridae,ssDNA(-),Mammalia,Primates,0.25505537663329314,0.13892229074699697,0.42900049919064903,FALSE,Medium
Torque teno virus 4,Anelloviridae,ssDNA(-),Mammalia,Primates,0.20819601400864482,0.11043856927552212,0.36361985243302436,FALSE,Medium
Torque teno midi virus 1,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5293210272979105,0.35302806386322433,0.8198134352248914,TRUE,Very high
Torque teno midi virus 10,Anelloviridae,ssDNA(-),Mammalia,Primates,0.584332764269723,0.3134750824573659,0.8633680344884579,TRUE,Very high
Torque teno midi virus 11,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5187373873354751,0.2885027678450983,0.7791275350341019,TRUE,High
Torque teno midi virus 12,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5358398690990089,0.27148957482157776,0.8656591157373061,TRUE,High
Torque teno midi virus 13,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5880153253693299,0.3219275458505248,0.8847703715428612,TRUE,Very high
Torque teno midi virus 14,Anelloviridae,ssDNA(-),Mammalia,Primates,0.576941937558162,0.34846332443935846,0.8059377393583436,TRUE,Very high
Torque teno midi virus 2,Anelloviridae,ssDNA(-),Mammalia,Primates,0.6332349015582872,0.3825088603789538,0.8827575539003611,TRUE,Very high
Torque teno midi virus 3,Anelloviridae,ssDNA(-),Mammalia,Primates,0.4348644312406914,0.26986492246837623,0.6438132870806617,TRUE,High
Torque teno midi virus 4,Anelloviridae,ssDNA(-),Mammalia,Primates,0.6467841914674533,0.4031563017179009,0.8980330976921711,TRUE,Very high
Torque teno midi virus 5,Anelloviridae,ssDNA(-),Mammalia,Primates,0.4536346248196029,0.2649666234299387,0.7234225739756748,TRUE,High
Torque teno midi virus 6,Anelloviridae,ssDNA(-),Mammalia,Primates,0.6250205327378575,0.38075675262408415,0.9054391123253571,TRUE,Very high
Torque teno midi virus 7,Anelloviridae,ssDNA(-),Mammalia,Primates,0.39504609440671834,0.19601468876457523,0.6562010920810687,TRUE,High
Torque teno midi virus 8,Anelloviridae,ssDNA(-),Mammalia,Primates,0.36886944901914476,0.15953027196151123,0.6083965233631552,TRUE,High
Torque teno midi virus 9,Anelloviridae,ssDNA(-),Mammalia,Primates,0.6813599048934028,0.38714764964241405,0.9205736949876793,TRUE,Very high
Torque teno mini virus 1,Anelloviridae,ssDNA(-),Mammalia,Primates,0.43289371608936067,0.2404061750004602,0.7104188497160904,TRUE,High
Torque teno mini virus 10,Anelloviridae,ssDNA(-),Mammalia,Primates,0.46382971195302253,0.2456456581558643,0.7493133221170131,TRUE,High
Torque teno mini virus 11,Anelloviridae,ssDNA(-),Mammalia,Primates,0.43294037358586146,0.2249618333676228,0.7318925541669656,TRUE,High
Torque teno mini virus 12,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5318148231750347,0.30212737848243687,0.8010571755279317,TRUE,Very high
Torque teno mini virus 2,Anelloviridae,ssDNA(-),Mammalia,Primates,0.43543684991891946,0.23781302124786471,0.7586030008885087,TRUE,High
Torque teno mini virus 3,Anelloviridae,ssDNA(-),Mammalia,Primates,0.4766887538621782,0.24780439704193086,0.8014558835998307,TRUE,High
Torque teno mini virus 5,Anelloviridae,ssDNA(-),Mammalia,Primates,0.6486887661037547,0.41609056592569493,0.9129697974771549,TRUE,Very high
Torque teno mini virus 6,Anelloviridae,ssDNA(-),Mammalia,Primates,0.2536514708506594,0.13321233778235902,0.4847676437315047,FALSE,Medium
Torque teno mini virus 7,Anelloviridae,ssDNA(-),Mammalia,Primates,0.41536123790363044,0.22110863244313406,0.6597977692294512,TRUE,High
Torque teno mini virus 8,Anelloviridae,ssDNA(-),Mammalia,Primates,0.41842848664461113,0.2552734068834641,0.7165381212040431,TRUE,High
Torque teno mini virus 9,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5079104956665813,0.29875267436816816,0.7300871794087287,TRUE,Very high
Torque teno virus 1,Anelloviridae,ssDNA(-),Mammalia,Primates,0.32892082235848497,0.1542625301238278,0.5814739490699932,TRUE,High
Torque teno virus 10,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5629477251710517,0.3269807647458165,0.8116935708611819,TRUE,Very high
Torque teno virus 11,Anelloviridae,ssDNA(-),Mammalia,Primates,0.40146092302557806,0.20584181967211146,0.6283944693525852,TRUE,High
Torque teno virus 12,Anelloviridae,ssDNA(-),Mammalia,Primates,0.3848662084391491,0.22809725800911257,0.6472542771208142,TRUE,High
Torque teno virus 13,Anelloviridae,ssDNA(-),Mammalia,Primates,0.34076834430163305,0.19043647266388053,0.577467276576151,TRUE,High
Torque teno virus 15,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5639340870564727,0.2783688635239915,0.8797262196757822,TRUE,High
Torque teno virus 16,Anelloviridae,ssDNA(-),Mammalia,Primates,0.39503825095408196,0.20792424823661465,0.6834410893461764,TRUE,High
Torque teno virus 19,Anelloviridae,ssDNA(-),Mammalia,Primates,0.4382306230097803,0.24772901458881097,0.7181461499729989,TRUE,High
Torque teno virus 20,Anelloviridae,ssDNA(-),Mammalia,Primates,0.23005708408200176,0.09922982840398747,0.39393672511318545,FALSE,Medium
Torque teno virus 21,Anelloviridae,ssDNA(-),Mammalia,Primates,0.6093599428598545,0.38281183027090815,0.8993061913207121,TRUE,Very high
Torque teno virus 24,Anelloviridae,ssDNA(-),Mammalia,Primates,0.28101024964405785,0.11167454050083614,0.48935548372558435,FALSE,Medium
Torque teno virus 27,Anelloviridae,ssDNA(-),Mammalia,Primates,0.46292252298854775,0.2749164028487201,0.7903524110165794,TRUE,High
Torque teno virus 28,Anelloviridae,ssDNA(-),Mammalia,Primates,0.45361782230325376,0.23865005167971218,0.7434905671282015,TRUE,High
Torque teno virus 29,Anelloviridae,ssDNA(-),Mammalia,Primates,0.4494259517657232,0.23172430352837542,0.6946550864925006,TRUE,High
Torque teno virus 3,Anelloviridae,ssDNA(-),Mammalia,Primates,0.3239167401981619,0.15100160126532947,0.6078849879634693,TRUE,High
Torque teno virus 5,Anelloviridae,ssDNA(-),Mammalia,Primates,0.25605074970874414,0.12035363680126449,0.4311470839229975,FALSE,Medium
Torque teno virus 6,Anelloviridae,ssDNA(-),Mammalia,Primates,0.19129463167886698,0.09155431014685769,0.3221054889149896,FALSE,Medium
Torque teno virus 7,Anelloviridae,ssDNA(-),Mammalia,Primates,0.5775289825411956,0.33392166794660844,0.8501067208810382,TRUE,Very high
Torque teno virus 8,Anelloviridae,ssDNA(-),Mammalia,Primates,0.24209897271297467,0.131378726966489,0.3942529572406384,FALSE,Medium
Torque teno virus 9,Anelloviridae,ssDNA(-),Mammalia,Primates,0.31095885583262817,0.16176954662782628,0.5120315634497412,TRUE,High
Gull circovirus,Circoviridae,ssDNA,Aves,Charadriiformes,0.12336269434184703,0.055218294739010944,0.20274313588746862,FALSE,Low
Pigeon circovirus,Circoviridae,ssDNA,Aves,Columbiformes,0.3964599007847825,0.2337367246115069,0.6848779700946213,TRUE,High
Beak and feather disease virus,Circoviridae,ssDNA,Aves,Psittaciformes,0.20933358194423732,0.09800124337015058,0.3712757975124046,FALSE,Medium
Horse associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Perissodactyla,0.33465344146427717,0.1599542953418993,0.5655542166799048,TRUE,High
Duck associated cyclovirus 1,Circoviridae,ssDNA,Aves,Anseriformes,0.21540870864389913,0.09180237245156198,0.35555505409838983,FALSE,Medium
Duck circovirus,Circoviridae,ssDNA,Aves,Anseriformes,0.28365557337979524,0.13015472504682596,0.5182591792209499,FALSE,Medium
Goose circovirus,Circoviridae,ssDNA,Aves,Anseriformes,0.11449407285392206,0.05600345018082846,0.2022929443828954,FALSE,Low
Swan circovirus,Circoviridae,ssDNA,Aves,Anseriformes,0.311352719358168,0.15748886373817655,0.5722439460822963,TRUE,High
Tick associated circovirus 1,Circoviridae,ssDNA,Arachnida,Ixodida,0.12577961770355237,0.05590183314768908,0.21553394499569342,FALSE,Low
Tick associated circovirus 2,Circoviridae,ssDNA,Arachnida,Ixodida,0.180741850613674,0.07476897600342393,0.30440856462107907,FALSE,Medium
Canary circovirus,Circoviridae,ssDNA,Aves,Passeriformes,0.4544311177097638,0.26391992963284844,0.7136364685731855,TRUE,High
Finch circovirus,Circoviridae,ssDNA,Aves,Passeriformes,0.2298998670765714,0.11702202337918033,0.38962548747845904,FALSE,Medium
Raven circovirus,Circoviridae,ssDNA,Aves,Passeriformes,0.30827445027562306,0.1407749001718313,0.5061192960343888,TRUE,High
Starling circovirus,Circoviridae,ssDNA,Aves,Passeriformes,0.17804685091833355,0.07815776439791255,0.32837860645379846,FALSE,Medium
Zebra finch circovirus,Circoviridae,ssDNA,Aves,Passeriformes,0.47776508034506776,0.28436751335855553,0.7487499005221213,TRUE,High
Chicken associated cyclovirus 1,Circoviridae,ssDNA,Aves,Galliformes,0.24185684505269792,0.1218698442390587,0.41886468991227377,FALSE,Medium
Chicken associated cyclovirus 2,Circoviridae,ssDNA,Aves,Galliformes,0.2755613748397063,0.12881659574840765,0.43011599978343773,FALSE,Medium
Canine circovirus,Circoviridae,ssDNA,Mammalia,Carnivora,0.20902241416240103,0.10136806763132539,0.3608738534668143,FALSE,Medium
Civet circovirus,Circoviridae,ssDNA,Mammalia,Carnivora,0.24317586195245025,0.12174339948482815,0.3887735380286681,FALSE,Medium
Feline associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Carnivora,0.16593760631395812,0.08288290587184552,0.2990852110378052,FALSE,Medium
Mink circovirus,Circoviridae,ssDNA,Mammalia,Carnivora,0.21316841633501374,0.11604384689764627,0.3822382833791977,FALSE,Medium
Bovine associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Artiodactyla,0.11130112343502775,0.04905837465473381,0.19459430675083597,FALSE,Low
Goat associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Artiodactyla,0.15422766180617165,0.06968303665922909,0.25049235681276394,FALSE,Low
Porcine circovirus 3,Circoviridae,ssDNA,Mammalia,Artiodactyla,0.35815886442630884,0.19713841915110364,0.6044688363102841,TRUE,High
Chimpanzee associated circovirus 1,Circoviridae,ssDNA,Mammalia,Primates,0.28919806442144946,0.1491126472599633,0.533984879606709,FALSE,Medium
Chimpanzee associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Primates,0.471473882340448,0.2674174306940947,0.7700603801329576,TRUE,High
Mosquito associated circovirus 1,Circoviridae,ssDNA,Insecta,Diptera,0.18085016629835127,0.08992898795685436,0.3208819845354693,FALSE,Medium
Mouse associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Rodentia,0.20548881376545466,0.10110302406329066,0.3676790590915033,FALSE,Medium
Rodent associated circovirus 1,Circoviridae,ssDNA,Mammalia,Rodentia,0.25068208155555977,0.12110874381024078,0.47489575462542555,FALSE,Medium
Rodent associated circovirus 2,Circoviridae,ssDNA,Mammalia,Rodentia,0.17778030652432106,0.06901885274398056,0.30066155005219597,FALSE,Medium
Rodent associated circovirus 3,Circoviridae,ssDNA,Mammalia,Rodentia,0.1711432694891999,0.0627134134501694,0.31823426799946386,FALSE,Medium
Rodent associated circovirus 4,Circoviridae,ssDNA,Mammalia,Rodentia,0.17850157405033662,0.07089913181336696,0.3484031265673893,FALSE,Medium
Rodent associated circovirus 5,Circoviridae,ssDNA,Mammalia,Rodentia,0.22559853082467576,0.08745414323124143,0.3790004958963473,FALSE,Medium
Rodent associated circovirus 6,Circoviridae,ssDNA,Mammalia,Rodentia,0.3079465377050296,0.1640256672509827,0.5268113845329503,TRUE,High
Rodent associated circovirus 7,Circoviridae,ssDNA,Mammalia,Rodentia,0.286089673960245,0.13566996129340875,0.5216917702150694,FALSE,Medium
Rodent associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Rodentia,0.4468373653697303,0.26269709426752663,0.7222224857379345,TRUE,High
Rodent associated cyclovirus 2,Circoviridae,ssDNA,Mammalia,Rodentia,0.36655561834744743,0.18266431830728397,0.5908588106971254,TRUE,High
Squirrel associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Rodentia,0.2591364693465377,0.13344894650184697,0.40406302194552346,FALSE,Medium
Human associated circovirus 1,Circoviridae,ssDNA,Mammalia,Primates,0.23737228381373868,0.1270477461082305,0.45994876638789817,FALSE,Medium
Human associated cyclovirus 1,Circoviridae,ssDNA,Mammalia,Primates,0.21246218064555797,0.10126093832358783,0.35338350100682725,FALSE,Medium
Human associated cyclovirus 10,Circoviridae,ssDNA,Mammalia,Primates,0.3035433000713384,0.15115699052643689,0.5338994450064961,TRUE,High
Human associated cyclovirus 11,Circoviridae,ssDNA,Mammalia,Primates,0.3329442996186814,0.19369852898168877,0.573894905188337,TRUE,High
Human associated cyclovirus 12,Circoviridae,ssDNA,Mammalia,Primates,0.32213670403719,0.16411566169344333,0.5655873940348943,TRUE,High
Human associated cyclovirus 2,Circoviridae,ssDNA,Mammalia,Primates,0.2103710133644189,0.10358776936946218,0.3273548230639688,FALSE,Medium
Human associated cyclovirus 3,Circoviridae,ssDNA,Mammalia,Primates,0.2876306158267341,0.13411973106377373,0.4559737286192115,FALSE,Medium
Human associated cyclovirus 4,Circoviridae,ssDNA,Mammalia,Primates,0.1617899381931009,0.07316262283719734,0.30666675043669567,FALSE,Medium
Human associated cyclovirus 5,Circoviridae,ssDNA,Mammalia,Primates,0.2687585953574553,0.135845546008321,0.47157934154466014,FALSE,Medium
Human associated cyclovirus 6,Circoviridae,ssDNA,Mammalia,Primates,0.49028220650743587,0.2495212044746979,0.7274026269425627,TRUE,High
Human associated cyclovirus 7,Circoviridae,ssDNA,Mammalia,Primates,0.25504188920129406,0.13895317111408917,0.4234152146591908,FALSE,Medium
Human associated cyclovirus 8,Circoviridae,ssDNA,Mammalia,Primates,0.17711992410760913,0.08543456179678803,0.33416449115067587,FALSE,Medium
Human associated cyclovirus 9,Circoviridae,ssDNA,Mammalia,Primates,0.42025621264173424,0.2552093720819057,0.6675594317513882,TRUE,High
Bat associated circovirus 1,Circoviridae,ssDNA,Mammalia,Chiroptera,0.19401123376782206,0.08221562989327705,0.31460299988714036,FALSE,Medium
Bat associated circovirus 10,Circoviridae,ssDNA,Mammalia,Chiroptera,0.3058556896692143,0.15933407990661141,0.5384280328138824,TRUE,High
Bat associated circovirus 11,Circoviridae,ssDNA,Mammalia,Chiroptera,0.13976509448764796,0.05872018725075293,0.24125765216697015,FALSE,Low
Bat associated circovirus 12,Circoviridae,ssDNA,Mammalia,Chiroptera,0.14039293450805104,0.0721273607728479,0.2598196557344159,FALSE,Low
Bat associated circovirus 2,Circoviridae,ssDNA,Mammalia,Chiroptera,0.10747904392081531,0.04069354772003132,0.2021586397432844,FALSE,Low
Bat associated circovirus 3,Circoviridae,ssDNA,Mammalia,Chiroptera,0.13539965005824192,0.06342694364992725,0.20746466891229975,FALSE,Low
