LatestSppName,InfectsHumans,Family,GenomeType,BroadGenomeType,Class
Aichivirus F,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Alajuela orthobunyavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Alfalfa dwarf cytorhabdovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Ampivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Aquareovirus A,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Aquareovirus B,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Aquareovirus C,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Aquareovirus E,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Aquareovirus G,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Avian orthoavulavirus 13,FALSE,Paramyxoviridae,ssRNA(-),ssRNA,No human infections
Avian metaavulavirus 2,FALSE,Paramyxoviridae,ssRNA(-),ssRNA,No human infections
Avian leukosis virus,FALSE,Retroviridae,ssRNA-RT,ssRNA-RT,No human infections
Avian orthoreovirus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Anativirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Avisivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Badu phasivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Ball python nidovirus 1,FALSE,Tobaniviridae,ssRNA(+),ssRNA,No human infections
Barley yellow striate mosaic cytorhabdovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Bat mumps orthorubulavirus,FALSE,Paramyxoviridae,ssRNA(-),ssRNA,No human infections
Batama orthobunyavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Bertioga orthobunyavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Bovine nidovirus 1,FALSE,Tobaniviridae,ssRNA(+),ssRNA,No human infections
Bovine rhinitis A virus,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Bovine rhinitis B virus,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Bowe orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Bruges orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Bulbul coronavirus HKU11,FALSE,Coronaviridae,ssRNA(+),ssRNA,No human infections
Tamdy orthonairovirus,FALSE,Nairoviridae,ssRNA(-),ssRNA,No human infections
Cadicivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Cao Bang orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Capim orthobunyavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Carajas vesiculovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Cardiovirus C,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Chaco sripuvirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Chenuda virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Chilibre phlebovirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Chinook salmon nidovirus 1,FALSE,Tobaniviridae,ssRNA(+),ssRNA,No human infections
Coffee ringspot dichorhavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Colocasia bobone disease-associated cytorhabdovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Cosavirus A,TRUE,Picornaviridae,ssRNA(+),ssRNA,Human virus
Cosavirus B,TRUE,Picornaviridae,ssRNA(+),ssRNA,Zoonotic
Cosavirus D,TRUE,Picornaviridae,ssRNA(+),ssRNA,Zoonotic
Cosavirus E,TRUE,Picornaviridae,ssRNA(+),ssRNA,Zoonotic
Cosavirus F,TRUE,Picornaviridae,ssRNA(+),ssRNA,Zoonotic
Cumuto goukovirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Cypovirus 1,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Cypovirus 14,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Cypovirus 15,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Cypovirus 2,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Cypovirus 5,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Dabieshan orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Datura yellow vein nucleorhabdovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Iotaarterivirus debrazmo,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Drosophila affinis sigmavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Drosophila ananassae sigmavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Drosophila immigrans sigmavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Drosophila X virus,FALSE,Birnaviridae,dsRNA,dsRNA,No human infections
Durham tupavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Edge Hill virus,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Elapid 1 orthobornavirus,FALSE,Bornaviridae,ssRNA(-),ssRNA,No human infections
Enterovirus E,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Enterovirus F,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Enterovirus J,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Eriocheir sinensis reovirus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Estero Real orthonairovirus,FALSE,Nairoviridae,ssRNA(-),ssRNA,No human infections
Fathead minnow nidovirus 1,FALSE,Tobaniviridae,ssRNA(+),ssRNA,No human infections
Fiji disease virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Flanders hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Epsilonarterivirus safriver,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Frijoles phlebovirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Fugong orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Fukuoka ledantevirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Fusong orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Gadgets Gully virus,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Gallivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Gamboa orthobunyavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Gray Lodge hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Guajara orthobunyavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Hart Park hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Hazara orthonairovirus,FALSE,Nairoviridae,ssRNA(-),ssRNA,No human infections
Hepacivirus A,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus B,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus D,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus E,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus F,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus G,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus H,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus I,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus J,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus K,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus L,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus M,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepacivirus N,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Hepatovirus C,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Hepatovirus D,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Hepatovirus E,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Hepatovirus F,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Hepatovirus G,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Hepatovirus H,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Hepatovirus I,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Hughes orthonairovirus,FALSE,Nairoviridae,ssRNA(-),ssRNA,No human infections
Hunnivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Imjin thottimvirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Infectious bursal disease virus,FALSE,Birnaviridae,dsRNA,dsRNA,No human infections
Infectious pancreatic necrosis virus,FALSE,Birnaviridae,dsRNA,dsRNA,No human infections
Salmon isavirus,FALSE,Orthomyxoviridae,ssRNA(-),ssRNA,No human infections
Influenza D virus,FALSE,Orthomyxoviridae,ssRNA(-),ssRNA,No human infections
Iranian wheat stripe tenuivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Iriri curiovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Israel turkey meningoencephalomyelitis virus,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Itacaiunas curiovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Jeju orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Jembrana disease virus,FALSE,Retroviridae,ssRNA-RT,ssRNA-RT,No human infections
Joinjakaka hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Kadam virus,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Kadipiro virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Thetaarterivirus kafuba,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Kamese hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Kenkeme orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Keterah orthonairovirus,FALSE,Nairoviridae,ssRNA(-),ssRNA,No human infections
Kibale herbevirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Zetaarterivirus ugarco 1,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Etaarterivirus ugarco 1,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Iotaarterivirus kibreg 1,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Klamath tupavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Koala retrovirus,FALSE,Retroviridae,ssRNA-RT,ssRNA-RT,No human infections
Koolpinyah ephemerovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Kumasi ledantevirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Kunsagivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
La Joya hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Laibin mobatvirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Landjia hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Le Dantec ledantevirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Lettuce big-vein associated varicosavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Liao ning virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Limnipivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Limnipivirus B,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Luxi orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Maize rough dwarf virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Maize stripe tenuivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Mal de Rio Cuarto virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Mamastrovirus 5,FALSE,Astroviridae,ssRNA(+),ssRNA,No human infections
Mamastrovirus 8,TRUE,Astroviridae,ssRNA(+),ssRNA,Human virus
Manitoba hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Maporal orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Marco hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Meaban virus,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Megrivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Micromonas pusilla reovirus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Thetaarterivirus mikelba 1,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Miniopterus bat coronavirus 1,FALSE,Coronaviridae,ssRNA(+),ssRNA,No human infections
Mink coronavirus 1,FALSE,Coronaviridae,ssRNA(+),ssRNA,No human infections
Montano orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Morreton vesiculovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Mosavirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Mosqueiro hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Mossuril hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Mycoreovirus 1,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Mycoreovirus 3,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Nairobi sheep disease orthonairovirus,FALSE,Nairoviridae,ssRNA(-),ssRNA,No human infections
Nilaparvata lugens reovirus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Nishimuro ledantevirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Nkolbisson ledantevirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Nova mobatvirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Okahandja mammarenavirus,FALSE,Arenaviridae,ssRNA(+/-),ssRNA,No human infections
Orchid fleck dichorhavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Ord River hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Parechovirus C,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Parechovirus D,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Parry Creek hapavirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Pasivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Passeriform 1 orthobornavirus,FALSE,Bornaviridae,ssRNA(-),ssRNA,No human infections
Passerivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Deltaarterivirus pejah,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Pegivirus B,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Pegivirus D,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Pegivirus F,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Pegivirus G,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Pegivirus I,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Pegivirus J,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Pegivirus K,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Phasi Charoen-like phasivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Piscine orthoreovirus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Betaarterivirus suid 2,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Potamipivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Psittaciform 1 orthobornavirus,FALSE,Bornaviridae,ssRNA(-),ssRNA,No human infections
Psittaciform 2 orthobornavirus,FALSE,Bornaviridae,ssRNA(-),ssRNA,No human infections
Quezon mobatvirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Rabbit picobirnavirus,FALSE,Picobirnaviridae,dsRNA,dsRNA,No human infections
Rabovirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Radi vesiculovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Betaarterivirus chinrav 1,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Reptilian orthoreovirus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Reticuloendotheliosis virus,FALSE,Retroviridae,ssRNA-RT,ssRNA-RT,No human infections
Rice black streaked dwarf virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Rice dwarf virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Rice gall dwarf virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Rice grassy stunt tenuivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Rice hoja blanca tenuivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Rice ragged stunt virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Rice stripe tenuivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Rochambeau curiovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Rockport orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Rosavirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Rotavirus D,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Rotavirus F,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Rotavirus G,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Rotavirus I,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Sakhalin orthonairovirus,FALSE,Nairoviridae,ssRNA(-),ssRNA,No human infections
Sangassou orthohantavirus,FALSE,Hantaviridae,ssRNA(-),ssRNA,No human infections
Sapelovirus B,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Saumarez Reef virus,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Sena Madureira sripuvirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Senecavirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Insect shangavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Epsilonarterivirus hemcep,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Solwezi mammarenavirus,FALSE,Arenaviridae,ssRNA(+/-),ssRNA,No human infections
Southern rice black-streaked dwarf virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Sripur sripuvirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
St Croix River virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Strawberry crinkle cytorhabdovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Sweetwater Branch tibrovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Tai herbevirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Tellina virus,FALSE,Birnaviridae,dsRNA,dsRNA,No human infections
Tete orthobunyavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Teviot pararubulavirus,FALSE,Paramyxoviridae,ssRNA(-),ssRNA,No human infections
Thimiri orthobunyavirus,FALSE,Peribunyaviridae,ssRNA(-),ssRNA,No human infections
Torchivirus A,FALSE,Picornaviridae,ssRNA(+),ssRNA,No human infections
Umatilla virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Walleye dermal sarcoma virus,FALSE,Retroviridae,ssRNA-RT,ssRNA-RT,No human infections
Waterbird 1 orthobornavirus,FALSE,Bornaviridae,ssRNA(-),ssRNA,No human infections
Kappaarterivirus wobum,FALSE,Arteriviridae,ssRNA(+),ssRNA,No human infections
Wound tumor virus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
Fly wubeivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Wuhan ledantevirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Wutai mosquito phasivirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Yaounde virus,FALSE,Flaviviridae,ssRNA(+),ssRNA,No human infections
Yata ephemerovirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Yellowtail ascites virus,FALSE,Birnaviridae,dsRNA,dsRNA,No human infections
Yichang insect goukovirus,FALSE,Phenuiviridae,ssRNA(-),ssRNA,No human infections
Yongjia ledantevirus,FALSE,Rhabdoviridae,ssRNA(-),ssRNA,No human infections
Yunnan orbivirus,FALSE,Reoviridae,dsRNA,dsRNA,No human infections
