UniversalName,Strain,Reservoir,Genbank.accession,WholeGenome,Vector.borne,Vector,OtherTaxonomicInfo,Reference_Reservoir,Reference_Vector
Mouse mammary tumor virus,NA,Rodent,NC_001503.1,1,0,NA,Automatic match,,
Moussa virus,Moussa virus,Orphan,NC_025359.1,1,1,mosquito,NA,,
Mucambo virus,NA,Rodent,AF075253.1,1,1,mosquito,Automatic match,,
Mulberry vein banding virus,Mulberry vein banding virus,Plant,NC_026617.1; NC_026618.2; NC_026619.1,1,1,thrip,Unclassified,,
Mumps rubulavirus,Mumps virus,Human,NC_002200.1,1,0,none,NA,,
Munia coronavirus HKU13,Munia coronavirus HKU13,Orphan,NC_011550.1,1,0,none,NA,woo2009,
Mupapillomavirus 1,NA,Human,NC_001356.1,1,0,NA,NA,,
Mupapillomavirus 2,NA,Human,NC_001458.1,1,0,NA,NA,,
Murid betaherpesvirus 1,NA,Rodent,NC_004065.1,1,0,NA,NA,,
Murid betaherpesvirus 2,NA,Rodent,NC_002512.2,1,0,NA,NA,,
Murid gammaherpesvirus 4,NA,Rodent,NC_001826.2,1,0,NA,NA,,
Murine astrovirus,Murine astrovirus,Rodent,NC_018702.1,1,0,none,Unclassified,,
Murine coronavirus,Murine hepatitis virus,Rodent,NC_001846.1,1,0,none,Merged,,
Murine coronavirus,Rat coronavirus,Rodent,NC_012936.1,1,0,none,Merged,,
Murine leukemia virus,NA,Rodent,NC_001501.1,1,0,NA,Automatic match,,
Murine mastadenovirus A,NA,Rodent,NC_000942.1,1,0,NA,NA,,
Murine mastadenovirus B,NA,Rodent,NC_014899.1,1,0,NA,NA,,
Murine orthopneumovirus,Murine pneumonia virus,Rodent,NC_006579.1,1,0,none,NA,,
Murine respirovirus,Sendai virus,Rodent,NC_001552.1,1,0,none,NA,,
Murray Valley encephalitis virus,Murray Valley encephalitis virus,Pelecaniformes,NC_000943.1,1,1,mosquito,NA,mackenzie1994,
Murrumbidgee virus,Murrumbidgee virus,Orphan,NC_022595.1; NC_022596.1; NC_022597.1,1,1,mosquito,Unclassified,,
Mus musculus polyomavirus 1,NA,Rodent,NC_001515.2,1,0,NA,NA,,
Mus musculus polyomavirus 2,NA,Rodent,NC_001505.2,1,0,NA,NA,,
Mustelid gammaherpesvirus 1,NA,Carnivore,AF376034.1,0,0,NA,NA,,
Myxoma virus,NA,Lagomorph,NC_001132.2,1,0,NA,Automatic match,,
Nariva virus,Nariva virus,Rodent,NC_017937.1,1,0,none,Unclassified,,
Ndumu virus,Ndumu virus,Orphan,NC_016959.1,1,1,mosquito,NA,,
Nelson Bay orthoreovirus,Pulau reovirus,Pterobat,JF342668.1; JF342666.1; JF342667.1; JF342669.1; JF342670.1; JF342671.1; AY357730.1; AY357731.1; AY357732.1; AY357733.1,1,0,NA,Automatic match,,
New Jersey vesiculovirus,Vesicular stomatitis New Jersey virus,Artiodactyl,NC_024473.1,1,1,sandfly,NA,,
Newbury-1 virus,Newbury-1 virus,Artiodactyl,NC_007916.1,1,0,none,NA,,
Ngaingan hapavirus,Ngaingan virus,Macropod,NC_013955.1,1,1,midge,NA,,
Niakha sripuvirus,Niakha virus,Orphan,NC_025405.1,1,1,sandfly,NA,,
Night heron coronavirus HKU19,Night-heron coronavirus HKU19,Orphan,NC_016994.1,1,0,none,NA,woo2012a,
Nipah henipavirus,Nipah virus,Pterobat,NC_002728.1,1,0,none,NA,,
Northern cereal mosaic cytorhabdovirus,Northern cereal mosaic virus,Plant,NC_002251.1,1,1,planthopper,NA,,
Norwalk virus,Norovirus GIII,Artiodactyl,NC_029645.1,1,0,none,Strain; POSSIBLE DUPLICATE,,
Norwalk virus,Norovirus GIV.1,Carnivore,JQ613567.1,1,0,none,Strain,,
Norwalk virus,Norovirus GIV.2,Carnivore,JF781268.1,1,0,none,Strain,,
Norwalk virus,Norovirus GI,Human,NC_001959.2,1,0,none,Strain,,
Norwalk virus,Norovirus GII,Human,NC_029646.1,1,0,none,Strain,,
Norwalk virus,Murine norovirus,Rodent,JF320650.1,1,0,none,Strain,,
Norwalk virus,Norovirus GV,Rodent,NC_008311.1,1,0,none,Strain,,
Norway rat hepacivirus 1,Norway rat hepacivirus 1,Rodent,NC_025672.1,1,0,none,Unclassified,,
Norway rat hepacivirus 2,Norway rat hepacivirus 2,Rodent,NC_025673.1,1,0,none,Unclassified,,
Norway rat pegivirus,Norway rat pegivirus,Rodent,NC_025679.1,1,0,none,Unclassified,,
Norway rat pestivirus,Norway rat pestivirus,Rodent,NC_025677.1,1,0,none,Unclassified,,
Ntaya virus,Ntaya virus,Orphan,NC_018705.3,1,1,mosquito,NA,,
Nupapillomavirus 1,NA,Human,NC_001354.1,1,0,NA,NA,,
Nyando orthobunyavirus,NA,NA,NC_034492.1; NC_034491.1; NC_034481.1,1,1,mosquito,Automatic match,,
O'nyong-nyong virus,O'nyong-nyong virus,Orphan,NC_001512.1,1,1,mosquito,NA,,
Obodhiang ephemerovirus,Obodhiang virus,Orphan,NC_017685.1,1,1,mosquito,NA,,
Oita ledantevirus,NA,Orphan,NC_034548.1,1,?,unknown,Automatic match,,
Oliveros mammarenavirus,Oliveros virus,Rodent,NC_010250.1; NC_010248.1,1,0,none,NA,,
Omikronpapillomavirus 1,NA,Cetacean,NC_003348.1,1,0,NA,NA,,
Omsk hemorrhagic fever virus,Omsk hemorrhagic fever virus,Rodent,NC_005062.1,1,1,tick,NA,,
Orf virus,NA,Artiodactyl,NC_005336.1,1,0,NA,Automatic match,,
Oriboca orthobunyavirus,NA,NA,NC_034475.1; NC_034488.1; NC_034476.1,1,1,mosquito,Automatic match,,
Oropouche orthobunyavirus,Oropouche virus,Orphan,NC_005776.1; NC_005775.1; NC_005777.1,1,1,midge,NA,,
Orthohepevirus A,"Hepatitis E virus, GT4",Artiodactyl,AB097811.1,1,0,none,Strain,,
Orthohepevirus A,"Hepatitis E virus, GT3",Artiodactyl,EU375463.1,1,0,none,Strain,,
Orthohepevirus A,"Hepatitis E virus, GT1",Human,M73218.1,1,0,none,Strain,,
Orthohepevirus A,"Hepatitis E virus, GT2",Human,M74506.1,1,0,none,Strain,,
Orthohepevirus A,Hepatitis E virus,Artiodactyl,KJ496143.1,1,0,NA,Strain,,
Orthohepevirus A,Ferret hepatitis E virus,Carnivore,JN998606.1,1,0,NA,Strain,,
Orthohepevirus B,Avian hepatitis E virus,Galliformes,NC_023425.1,1,0,none,NA,purcell2008,
Orthohepevirus C,Hepatitis E virus rat,Rodent,GU345042.1,1,0,NA,Strain,,
Orthohepevirus D,Bat hepevirus,Vespbat,NC_018382.1,1,0,none,NA,,
Orungo virus,NA,Orphan,JQ610675.1; JQ610676.1; JQ610677.1; JQ610678.1; JQ610679.1; JQ610680.1; JQ610681.1; JQ610682.1; JQ610683.1; JQ610684.1,1,1,midge,Automatic match,,
Oscivirus A,Oscivirus A1,Passeriformes,NC_014412.1,1,0,none,NA,woo2010,
Ovine atadenovirus D,NA,Artiodactyl,NC_004037.2,1,0,NA,NA,,
Ovine gammaherpesvirus 2,NA,Artiodactyl,NC_007646.1,1,0,NA,NA,,
Ovine mastadenovirus A,NA,Artiodactyl,NC_002513.1,1,0,NA,NA,,
Palyam virus,NA,Artiodactyl,NC_005990.1; NC_005986.1; NC_005989.1; NC_005991.1; NC_005993.1; NC_005987.1; NC_005988.1; NC_005994.1; NC_005992.1; NC_005995.1,1,NA,NA,Automatic match,,
Panine betaherpesvirus 2,NA,NonHumanPrimate,NC_003521.1,1,0,NA,NA,,
Panine gammaherpesvirus 1,NA,NonHumanPrimate,AJ581751.1,0,0,NA,NA,,
Papiine alphaherpesvirus 2,NA,NonHumanPrimate,NC_007653.1,1,0,NA,NA,,
Papiine gammaherpesvirus 1,NA,NonHumanPrimate,AJ581750.1,0,0,NA,NA,,
Paraiso Escondido virus,Paraiso Escondido virus,Insect,NC_027999.1,1,0,sandfly,Unclassified,,
Paraná mammarenavirus,Parana virus,Rodent,NC_010761.1; NC_010756.1,1,0,none,NA,,
Parapoxvirus of red deer in New Zealand,NA,Artiodactyl,NC_025963.1,1,0,NA,Automatic match,,
Parechovirus A,NA,Human,NC_001897.1,1,0,NA,NA,,
Parechovirus B,NA,Rodent,NC_003976.2,1,0,NA,NA,,
Parramatta River virus,Parramatta River virus,Insect,NC_027817.1,1,0,mosquito,Unclassified,,
Patois orthobunyavirus,NA,Orphan,NC_043690.1; NC_043691.1; NC_043689.1,1,1,mosquito,Automatic match,,
Pegivirus A,GB virus A,NonHumanPrimate,NC_001837.1,1,0,none,Strain,,
Pegivirus A,Bat pegivirus PDB-534,Pterobat,KC796085,1,0,none,Strain,,
Pegivirus C,GB virus C,Human,NC_001710.1,1,0,none,NA,,
Pegivirus C,Simian pegivirus VGA00020,NonHumanPrimate,KP296858.1,1,0,none,NA,,
Pegivirus E,Equine pegivirus 1,Perissodactyla,NC_020902.1,1,0,none,Strain,,
Pegivirus H,Human pegivirus 2,Human,NC_027998.2,1,0,none,Strain,,
Perch perhabdovirus,Perch rhabdovirus,Fish,NC_020803.1,1,0,none,NA,,
Perinet vesiculovirus,Perinet virus,Orphan,NC_025394.1,1,1,mosquito,NA,,
Persimmon virus A,Persimmon virus A,Plant,NC_018381.2,1,1,unknown,Unclassified,,
Peruvian horse sickness virus,NA,Artiodactyl,NC_007748.1; NC_007749.1; NC_007750.1; NC_007751.1; NC_007755.1; NC_007752.1; NC_007756.1; NC_007754.1; NC_007753.1; NC_007757.1,1,1,mosquito,Automatic match,,
Pestivirus Giraffe-1,Pestivirus Giraffe-1,Artiodactyl,NC_003678.1,1,0,none,Unclassified,,
Phacovirus Pf-CHK1/PhV,Phacovirus Pf-CHK1/PhV,Orphan,KT880670.1,1,0,none,Unclassified,boros2016,
Phnom Penh bat virus,NA,Pterobat,NC_034007.1,1,0,NA,Automatic match,,
Phocid alphaherpesvirus 1,NA,Carnivore,MH509440.2,1,0,NA,NA,,
Phocine morbillivirus,Phocine distemper virus,Carnivore,NC_028249.1,1,0,none,NA,,
Pichindé mammarenavirus,Pichinde arenavirus,Rodent,NC_006439.1; NC_006447.1,1,0,none,NA,,
Pike fry sprivivirus,Pike fry rhabdovirus,Fish,NC_025356.1,1,0,none,NA,,
Pipapillomavirus 1,NA,Rodent,NC_022647.1,1,0,NA,NA,,
Pipistrellus bat coronavirus HKU5,Bat coronavirus HKU5,Vespbat,NC_009020.1,1,0,none,NA,,
Pirital mammarenavirus,Pirital virus,Rodent,NC_005897.1; NC_005894.1,1,0,none,NA,,
Piry vesiculovirus,NA,NA,KU178986.1,1,NA,NA,Automatic match,,
Piscihepevirus A,Cutthroat trout virus,Fish,NC_015521.1,1,0,none,NA,,
Piscine novirhabdovirus,Viral hemorrhagic septicemia virus,Fish,NC_000855.1,1,0,none,NA,,
Pixuna virus,NA,Rodent,AF075256.1,1,1,mosquito,Automatic match,,
Pongine gammaherpesvirus 2,NA,NonHumanPrimate,AJ581753.1,0,0,NA,NA,,
Porcine astrovirus 2,Porcine astrovirus 2,Artiodactyl,NC_023674.1,1,0,none,Unclassified,,
Porcine astrovirus 3,Porcine astrovirus 3,Artiodactyl,NC_019494.1,1,0,none,Unclassified,,
Porcine astrovirus 4,Porcine astrovirus 4,Artiodactyl,NC_023675.1,1,0,none,Unclassified,,
Porcine astrovirus 5,Porcine astrovirus 5,Artiodactyl,NC_023636.1,1,0,none,Unclassified,,
Porcine circovirus 1,NA,Artiodactyl,NC_001792.2,1,0,NA,NA,,
Porcine circovirus 2,NA,Artiodactyl,NC_005148.1,1,0,NA,NA,,
Porcine epidemic diarrhea virus,Porcine epidemic diarrhea virus,Artiodactyl,NC_003436.1,1,0,none,NA,,
Porcine mastadenovirus A,NA,Artiodactyl,AC_000189.1,1,0,NA,NA,,
Porcine mastadenovirus B,NA,Artiodactyl,U25120.1,0,0,NA,NA,,
Porcine mastadenovirus C,NA,Artiodactyl,NC_002702.1,1,0,NA,NA,,
Porcine pestivirus isolate Bungowannah,Porcine pestivirus isolate Bungowannah,Orphan,NC_023176.1,1,0,none,Unclassified,,
Porcine reproductive and respiratory syndrome virus 1,NA,Artiodactyl,AF046869.1,1,0,NA,NA,,
Porcine respirovirus 1,Porcine parainfluenza virus 1,Artiodactyl,NC_025402.1,1,0,none,NA,,
Porcine rubulavirus,Porcine rubulavirus,Artiodactyl,NC_009640.1,1,0,none,NA,,
Porcine torovirus,Porcine torovirus,Artiodactyl,NC_022787.1,1,0,none,NA,,
Porcine type-C oncovirus,NA,Artiodactyl,GU980187.1,1,0,NA,Automatic match,,
Possum atadenovirus A,NA,Diprotodontia,,,0,NA,NA,,
Potato yellow dwarf nucleorhabdovirus,Potato yellow dwarf virus,Plant,NC_016136.1,1,1,leafhopper,NA,,
Powassan virus,Powassan virus,Rodent,NC_003687.1,1,1,tick,NA,,
Primate erythroparvovirus 1,NA,Human,NC_000883.2,1,0,NA,NA,,
Primate erythroparvovirus 2,NA,NonHumanPrimate,U26342.1,0,0,NA,NA,,
Primate erythroparvovirus 3,NA,NonHumanPrimate,AF221122.1,0,0,NA,NA,,
Primate erythroparvovirus 4,NA,NonHumanPrimate,AF221123.1,0,0,NA,NA,,
Primate T-lymphotropic virus 1,Human T-lymphotropic virus 1,Human,NC_001436.1,1,0,NA,Automatic match,,
Primate T-lymphotropic virus 1,Simian T-lymphotropic virus 1,NonHumanPrimate,NC_000858.1,1,0,NA,NA,,
Primate T-lymphotropic virus 2,Human T-lymphotropic virus 2,Human,NC_001488.1,1,0,NA,Automatic match,,
Primate T-lymphotropic virus 2,Simian T-lymphotropic virus 2,NonHumanPrimate,NC_001815.1,1,0,NA,NA,,
Primate T-lymphotropic virus 3,Human T-lymphotropic virus 3,Human,EU649782.1,1,0,NA,Automatic match,,
Primate T-lymphotropic virus 3,Simian T-lymphotropic virus 3,NonHumanPrimate,AY222339.1,1,0,NA,NA,,
Pronghorn antelope pestivirus,Pronghorn antelope pestivirus,Artiodactyl,NC_024018.2,1,0,none,Unclassified,,
Prospect Hill orthohantavirus,NA,Rodent,X55129.1,0,0,NA,Automatic match,,
Pseudocowpox virus,NA,Artiodactyl,NC_013804.1,1,0,NA,Automatic match,,
Puerto Almendras almendravirus,Puerto Almendras virus,Orphan,NC_025395.1,1,1,mosquito,NA,,
Puma lentivirus,NA,Carnivore,U03982.1,1,0,NA,Automatic match,,
Punta Toro phlebovirus,NA,Orphan,NC_027203.1; NC_027201.1; NC_027202.1,1,1,sandfly,Automatic match,,
Puumala orthohantavirus,Puumala virus,Rodent,NC_005225.1; NC_005223.1; NC_005224.1,1,0,none,NA,,
Qalyub orthonairovirus,NA,Rodent,KU925446.1; KU925447.1; KU925448.1,0,1,tick,Automatic match,,
Qinghai Himalayan marmot astrovirus 1,Qinghai Himalayan marmot astrovirus 1,Rodent,NC_033792.1,1,0,none,Unclassified,,
Qinghai Himalayan marmot astrovirus 2,Qinghai Himalayan marmot astrovirus 2,Rodent,NC_033821.1,1,0,none,Unclassified,,
Quang Binh virus,Mosquito flavivirus,Insect,NC_021069.1,1,0,mosquito,Unclassified; Strain,,
Quang Binh virus,Quang Binh virus,Insect,NC_012671.1,1,0,mosquito,Unclassified,,
Quaranfil virus,NA,,GQ499302.1; GQ499303.1; FJ861695.1; JN412853.1; FJ861694.1; GQ499304.1,1,1,tick,Automatic match,,
Rabbit astrovirus TN/2208/2010,Rabbit astrovirus TN/2208/2010,Lagomorph,NC_025346.1,1,0,none,Unclassified,,
Rabbit coronavirus HKU14,Rabbit coronavirus HKU14,Lagomorph,NC_017083.1,1,0,none,Unclassified,,
Rabbit fibroma virus,NA,Lagomorph,NC_001266.1,1,0,NA,Automatic match,,
Rabbit hemorrhagic disease virus,Rabbit hemorrhagic disease virus,Lagomorph,NC_001543.1,1,0,none,NA,,
Rabbit hemorrhagic disease virus,Rabbit calicivirus,Lagomorph,NC_011704.1,1,0,none,Strain,,
Rabbit vesivirus,Rabbit vesivirus,Lagomorph,NC_008580.1,1,0,none,Unclassified,,
Rabies lyssavirus,"Rabies virus isolate RV2772, complete genome.",Carnivore,KF155002.1,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus isolate RAC, complete genome.",Carnivore,JQ685901.1,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus isolate NC1234, complete genome.",Carnivore,JQ685967.1,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus isolate A10-0512, complete genome.",Carnivore,JQ685968.1,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus isolate CASK2, complete genome.",Carnivore,JQ685970.1,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus isolate RV437, complete genome.",Carnivore,KF154997.1,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus isolate R2013-01, complete genome.",Carnivore,KF620489.1,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus isolate IP 7841/09, complete genome.",Carnivore,KM594039.1,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus strain 148/lib01041, complete genome",Carnivore,LN879481.2,1,0,none,Strain,,
Rabies lyssavirus,"Rabies virus isolate 13N0473AFX, complete genome.",Carnivore,KU198477.1,1,0,none,Strain,,
Rabies lyssavirus,Eptesicus fuscus lineage W1,Vespbat,JQ685893.1,1,,,,,
Raccoonpox virus,NA,Carnivore,NC_027213.1,1,0,NA,NA,,
Reptile sunshinevirus 1,Sunshine virus,Reptile,NC_025345.1,1,0,none,NA,,
Reptilian ferlavirus,Fer-de-Lance paramyxovirus,Reptile,NC_005084.2,1,0,none,NA,,
Reston ebolavirus,Reston ebolavirus,Orphan,NC_004161.1,1,0,none,NA,,
Rhinolophus bat coronavirus HKU2,Rhinolophus bat coronavirus HKU2,Pterobat,NC_009988.1,1,0,none,NA,,
Rhinovirus A,Rhinovirus A,Human,NC_001617.1,1,0,none,NA,,
Rhinovirus B,Human rhinovirus B52,Human,FJ445188.1,1,0,none,NA,,
Rhinovirus C,Rhinovirus C,Human,NC_009996.1,1,0,none,NA,,
Rice yellow stunt nucleorhabdovirus,Rice yellow stunt virus,Plant,NC_003746.1,1,1,leafhopper,NA,,
Rift Valley fever phlebovirus,Rift Valley fever virus,Artiodactyl,NC_014397.1; NC_014396.1; NC_014395.1,1,1,mosquito,NA,,
Rinderpest morbillivirus,Rinderpest virus,Artiodactyl,NC_006296.2,1,0,none,NA,,
Rio Bravo virus,Rio Bravo virus,Vespbat,JQ582840.1,1,0,none,NA,,
Rio Negro virus,NA,Rodent,AF075258.1,1,1,mosquito,Automatic match,,
Rodent erythroparvovirus 1,NA,Orphan,GQ200736.1,1,0,NA,NA,,
Rodent hepacivirus,Rodent hepacivirus,Rodent,NC_021153.1,1,0,none,Unclassified,,
Rodent pegivirus,Rodent pegivirus,Rodent,NC_021154.1,1,0,none,Unclassified,,
Rodent protoparvovirus 1,NA,Rodent,NC_001510.1,1,0,NA,Merged,,
Rodent protoparvovirus 2,NA,Rodent,AF036710.1,1,0,NA,NA,,
Ross River virus,Sagiyama virus,Artiodactyl,AB032553.1,1,1,mosquito,Merged,,
Ross River virus,Ross River virus,Diprotodontia,GQ433354.1,1,1,mosquito,Merged,,
Rotavirus A,RVA/Simian-tc/ZAF/SA11-H96/1958/G3P5B[2],NonHumanPrimate,NC_011507.2; NC_011506.2; NC_011508.2; NC_011510.2; NC_011500.2; NC_011509.2; NC_011501.2; NC_011503.2; NC_011502.2; NC_011504.2; NC_011505.2,1,0,NA,Automatic match,,
Rotavirus A,Bovine rotavirus RVA/Guanaco-wt/ARG/Rio_Negro/1998/G8P[1],Artiodactyl,FJ347122.1; FJ347123.1; FJ347124.1; FJ347125.1; FJ347128.1; FJ347126.1; FJ347130.1; FJ347127.1; FJ347129.1; FJ347131.1; FJ347132.1,1,0,NA,Automatic match,,
Rotavirus A,PO-13,Galliformes,AB009629.2; AB009630.2; AB009631.2; AB009632.2; AB009633.2; AB009626.2; AB009625.2; AB009628.1; AB009627.1,0,0,NA,Automatic match,Holmes1983; Dhama2015; Martella2010,
Rotavirus A,RVA/Human-wt/ITA/111-05-27/2005/G6P[14],Human,EF554137.1; EF554138.1; EF554139.1; EF554140.1; EF554143.1; EF554141.1; EF554145.1; EF554142.1; EF554144.1; EF554146.1; EF554147.1,1,0,NA,NA,,
Rotavirus B,,Human,NC_021541.1; NC_021545.1; NC_021551.1; NC_021543.1; NC_021546.1; NC_021544.1; NC_021547.1; NC_021548.1; NC_021542.1; NC_021550.1; NC_021549.1,1,0,NA,Automatic match,,
Rotavirus C,,Human,NC_007547.1; NC_007546.1; NC_007572.1; NC_007574.1; NC_007570.1; NC_007543.1; NC_007544.1; NC_007571.1; NC_007545.1; NC_007569.1; NC_007573.1,1,0,NA,Automatic match,,
Rotavirus E,NA,Artiodactyl,,,0,NA,Automatic match,,
Alethinophid 3 reptarenavirus,CAS virus,Reptile,NC_018484.1; NC_018481.1,1,0,none,NA,,
Rousettus bat coronavirus HKU9,Bat coronavirus HKU9,Pterobat,NC_009021.1,1,0,none,NA,,
Royal Farm virus,Karshi virus,Orphan,NC_006947.1,1,1,tick,Merged,,
Royal Farm virus,Royal Farm virus,Orphan,DQ235149.1,1,1,tick,Merged,,
Rubella virus,Rubella virus,Human,NC_001545.2,1,0,none,NA,,
Sabiá mammarenavirus,Sabia virus,Rodent,NC_006313.1; NC_006317.1,1,0,none,NA,,
Saboya virus,NA,NA,NC_033697.1,1,1,mosquito,Automatic match,,
Saguinine gammaherpesvirus 1,NA,NonHumanPrimate,,,0,NA,NA,,
Saimiriine alphaherpesvirus 1,NA,NonHumanPrimate,NC_014567.1,1,0,NA,NA,,
Saimiriine gammaherpesvirus 2,NA,NonHumanPrimate,NC_001350.1,1,0,NA,NA,,
Sakobuvirus A,Feline sakobuvirus A,Carnivore,NC_022802.1,1,0,none,NA,,
Sal Vieja virus,NA,Rodent,,,0,NA,Automatic match,,
Salehabad phlebovirus,NA,Orphan,NC_029127.1; NC_029128.1; NC_029129.1,1,1,sandfly,Automatic match,,
Salem virus,Salem virus,Perissodactyla,NC_025386.1,1,0,none,Unclassified,,
Salivirus A,Salivirus CH,Human,NC_012986.1,1,0,none,NA,,
Salmon aquaparamyxovirus,Atlantic salmon paramyxovirus,Fish,NC_025360.1,1,0,none,NA,,
Salmon pancreas disease virus,Salmon pancreas disease virus,Fish,NC_003930.1,1,1,louse,NA,,
Salmonid novirhabdovirus,Infectious hematopoietic necrosis virus,Fish,NC_001652.1,1,0,none,NA,,
San Miguel sea lion virus 8,San Miguel sea lion virus 8,Carnivore,NC_025676.1,1,0,none,Unclassified,,
San Perlita virus,NA,Rodent,,,0,NA,Automatic match,,
Sandfly fever Naples phlebovirus,Sandfly fever Naples virus,Orphan,NC_006319.1; NC_006320.1; NC_006318.1,1,1,sandfly,NA,,
Sandfly fever Sicilian virus,Sandfly fever Sicilian virus,Human,NC_015412.1; NC_015411.1; NC_015413.1,1,1,sandfly,Unclassified,,
Sapelovirus A,NA,Artiodactyl,NC_003987.1,1,0,NA,NA,,
Sapporo virus,Sapovirus GII,Human,NC_006554.1,1,0,none,Strain,,
Sapporo virus,Sapovirus GIV,Human,AJ786349.2,1,0,none,Strain,,
Sapporo virus,Sapovirus GV,Human,KX000383.1,1,0,none,Strain,,
Sapporo virus,Porcine enteric calicivirus,Artiodactyl,NC_000940.1,1,0,none,Strain; POSSIBLE DUPLICATE,,
Sathuperi orthobunyavirus,NA,NA,NC_018461.1; NC_018466.1; NC_018462.1,1,NA,NA,Automatic match,,
Scophthalmus maximus rhabdovirus,Scophthalmus maximus rhabdovirus,Fish,NC_025387.1,1,0,none,Unclassified,,
Scotophilus bat coronavirus 512,Bat coronavirus 512,Vespbat,NC_009657.1,1,0,none,NA,,
Semliki Forest virus,Semliki Forest virus,Orphan,NC_003215.1,1,1,mosquito,NA,schlesinge2012,
Seoul orthohantavirus,Seoul virus,Rodent,NC_005238.1; NC_005237.1; NC_005236.1,1,0,none,NA,,
Sepik virus,Sepik virus,Artiodactyl,NC_008719.1,1,1,mosquito,NA,,
Severe acute respiratory syndrome-related coronavirus,Human SARS coronavirus,Pterobat,NC_004718.3,1,0,none,Automatic match,,
SFTS phlebovirus,Severe fever with thrombocytopenia syndrome virus,Orphan,NC_018136.1; NC_018138.1; NC_018137.1,1,1,tick,NA,,
Shamonda orthobunyavirus,NA,Artiodactyl,NC_018463.1; NC_018467.1; NC_018464.1,1,1,midge,Automatic match,,
Sheeppox virus,NA,Artiodactyl,NC_004002.1,1,0,NA,Automatic match,,
Shimoni bat lyssavirus,Shimoni bat virus,Pterobat,NC_025365.1,1,0,none,NA,,
Shuni orthobunyavirus,NA,Artiodactyl,NC_018465.1; NC_018459.1; NC_018460.1,1,1,midge,Automatic match,,
Sicinivirus A,Sicinivirus A,Galliformes,NC_023861.1,1,0,none,NA,bullman2014,
Simbu orthobunyavirus,NA,NA,NC_018476.1; NC_018478.1; NC_018477.1,1,NA,NA,Automatic match,,
Simian foamy virus,NA,NonHumanPrimate,NC_001364.1,1,0,NA,Automatic match,,
Simian hemorrhagic fever virus,NA,NonHumanPrimate,NC_003092.2,1,0,NA,Automatic match,,
Simian immunodeficiency virus,NA,NonHumanPrimate,NC_001549.1,1,0,NA,Automatic match,,
Simian rubulavirus,Simian virus 41,Orphan,NC_006428.1,1,0,none,NA,,
Sin Nombre orthohantavirus,Sin Nombre virus,Rodent,NC_005217.1; NC_005215.1; NC_005216.1,1,0,none,NA,,
Sindbis virus,Kyzylagach virus,Orphan,KF981618.1,1,1,mosquito,Merged,,
Siniperca chuatsi rhabdovirus,Siniperca chuatsi rhabdovirus,Fish,NC_008514.1,1,0,none,Unclassified,,
Skinner Tank virus,Skinner Tank virus,Rodent,EU123328.1,0,0,none,Unclassified,,
Small ruminant morbillivirus,Peste-des-petits-ruminants virus,Artiodactyl,NC_006383.2,1,0,none,NA,,
Snakehead novirhabdovirus,Snakehead virus,Fish,NC_000903.1,1,0,none,NA,,
Sokoluk virus,Sokoluk virus,Vespbat,NC_026624.1,1,?,unknown,Unclassified,,
Sonchus yellow net nucleorhabdovirus,Sonchus yellow net virus,Plant,NC_001615.3,1,1,aphid,NA,,
Sosuga rubulavirus,Sosuga virus,Pterobat,NC_025343.1,1,0,none,NA,,
Southern elephant seal virus,Southern elephant seal virus,Carnivore,NC_016960.1,1,1,louse,NA,,
Spanish goat encephalitis virus,Spanish goat encephalitis virus,Orphan,NC_027709.1,1,1,tick,Unclassified,,
Sparrow coronavirus HKU17,Sparrow coronavirus HKU17,Orphan,NC_016992.1,1,0,none,Unclassified,woo2012a,
Spodoptera frugiperda rhabdovirus,Spodoptera frugiperda rhabdovirus,Insect,NC_025382.1,1,0,lepidoptera,Unclassified,,
Spondweni virus,Spondweni virus,Orphan,NC_029055.1,1,1,mosquito,Unclassified,,
Squirrel fibroma virus,NA,Rodent,,,0,NA,Automatic match,,
Squirrel monkey retrovirus,NA,NonHumanPrimate,NC_001514.1,1,0,NA,Automatic match,,
Squirrelpox virus,NA,Rodent,NC_022563.1,1,0,NA,NA,,
St-Valerien swine virus,Calicivirus pig AB90,Artiodactyl,NC_012699.1,1,0,none,Unclassified; Strain,,
St-Valerien swine virus,St. Valerien swine virus,Artiodactyl,AB863586.1,1,0,none,Unclassified; Strain,,
St. Louis encephalitis virus,St. Louis encephalitis virus,Passeriformes,NC_007580.2,1,1,mosquito,NA,reisen2003,
Steller sea lion vesivirus,Steller sea lion vesivirus,Carnivore,NC_011050.1,1,0,none,Unclassified,,
Sudan ebolavirus,Sudan ebolavirus,Orphan,NC_006432.1,1,0,none,NA,,
Suid alphaherpesvirus 1,NA,Artiodactyl,NC_006151.1,1,0,NA,NA,,
Sunguru virus,Sunguru virus,Orphan,NC_025401.1,1,0,none,Unclassified,ledermann2014,
